"","CO2.emissions","Air.Pollution","Protected.Land","Education","Women.Parliament","Child.Mortality","Water","GINI","Youth.Unemployment","Hunger","Violence","Internet","Protected.Sea","Sanitation","Poverty","Alternative.Energy","oneoverco2","oneoverpl","oneoverps"
"363",17.35253794,0.1629924194,0.8967577674,0,0.747,0.6,0,NA,0.1280000019,0.11,1.9,0,0.99991088026,0,NA,0.98639986041,0.0576251369292826,1.11388621331131,0.999089948687776
"364",17.4149047,0.1607959568,0.896325335,0,0.747,0.59,0,NA,0.12,0.1,1.7,0,0.99991088026,0,NA,0.98618007639,0.0574187799729979,1.1144230091308,0.999089948687776
"365",17.32749232,0.1598083866,0.8961388162,0,0.753,0.59,0,NA,0.1139999962,0.1,1.5,0,0.99991088026,0,NA,0.98656072121,0.0577084250339443,1.11465470219613,0.999089948687776
"366",17.78319155,0.1565075168,0.8956688105,0,0.753,0.57,0,NA,0.1060000038,0.09,1.3,0,0.99991088026,0,NA,0.98711777171,0.0562297137425963,1.11523896927159,0.999089948687776
"367",17.93486668,0.1564232336,0.8944978044,0,0.753,0.56,0,NA,0.1,0.08,1.3,0,0.99991088026,0,NA,0.98623789592,0.0557542056841382,1.1166973219661,0.999089948687776
"368",18.11227847,0.1525117038,0.8944977676,0,0.733,0.54,0,NA,0.09300000191,0.07,1.2,0,0.99991088026,0,NA,0.98642250904,0.0552081171642253,1.11669736785617,0.999089948687776
"369",18.24232926,0.1485223806,0.8944977676,0,0.733,0.52,0,NA,0.08800000191,0.06,1.2,0,0.99991088026,0,NA,0.98807598912,0.0548145563645876,1.11669736785617,0.999089948687776
"370",18.21404413,0.1493855665,0.8944977676,0,0.727,0.5,0,NA,0.115,0.05,1.2,0,0.99991088026,0,NA,0.9872622176,0.0548996748436645,1.11669736785617,0.999089948687776
"371",16.93373124,0.1414265235,0.8716389262,0,0.753,0.48,0,NA,0.115,0.05,1,0,0.99991088026,0,NA,0.9847948236,0.0590502433034184,1.14594933823845,0.999089948687776
"372",NA,0.1363561472,0.87157432625,0,0.753,0.45,0,NA,0.1130000019,0.04,1.1,0,0.99991088026,0,NA,0.98146671415,NA,1.14603417716589,0.999089948687776
"373",NA,NA,0.8715097263,0,0.753,0.42,0,NA,0.1169999981,0.04,1.1,0,0.99991088026,0,NA,0.98408182876,NA,1.14611902865615,0.999089948687776
"374",NA,NA,NA,NA,0.74,0.4,NA,NA,NA,NA,NA,0,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"375",6.928479,NA,NA,NA,NA,1.63,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.893308778,0.14431099365479,NA,0.999089948687776
"376",7.416160614,NA,NA,0.0820274999999999,NA,1.55,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8790127472,0.134822481545362,NA,0.999089948687776
"377",7.112124941,NA,NA,0.0907962999999999,NA,1.47,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8760498917,0.14058518700213,NA,0.999089948687776
"378",6.874373273,NA,NA,0.0788370999999999,NA,1.4,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.877584979,0.145446648537187,NA,0.999089948687776
"379",7.214278667,NA,NA,0.0778953,NA,1.33,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8888367116,0.138594785614259,NA,0.999089948687776
"380",7.230766353,NA,NA,0.0577155,NA,1.26,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8847424286,0.138278803709576,NA,0.999089948687776
"381",7.144304852,NA,NA,0.0221598000000001,NA,1.18,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8845310436,0.139952041335241,NA,0.999089948687776
"382",7.623419815,NA,NA,0.0113774,NA,1.11,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.871143312,0.131157520737858,NA,0.999089948687776
"383",7.032030698,NA,NA,0.00246599999999997,NA,1.05,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8733189016,0.142186212877526,NA,0.999089948687776
"384",7.102448997,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,0.8731197969,0.140776684737559,NA,0.999089948687776
"385",7.909182909,0.411761338,0.7933077251,0,0.885,0.95,0,NA,NA,NA,NA,0.9869630623,0.99991088026,0,NA,0.8901774959,0.126419327024945,1.25895791819739,0.999089948687776
"386",8.45951671,0.4161986437,0.7900968251,0,0.864,0.9,0,NA,0.03700000048,NA,NA,0.9740918447,0.99991088026,0,NA,0.8968909396,0.118196090649882,1.26406777055842,0.999089948687776
"387",7.721517276,0.408173641,0.7898392936,0,0.843,0.85,0,NA,0.04099999905,0.02,NA,0.9357182381,0.99991088026,0,NA,0.8809874138,0.129491455216008,1.26447940573093,0.999089948687776
"388",7.625172203,0.3904990096,0.7895970474,0,0.822,0.8,0,NA,0.04699999809,0.02,NA,0.923465727,0.99991088026,0,NA,0.8760081256,0.131127382569019,1.26486685383996,0.999089948687776
"389",7.699384132,0.3820773687,0.7894960804,0,0.801,0.74,0,NA,0.05,0.01,NA,0.8606577032,0.99991088026,0,NA,0.8788668037,0.129863651326739,1.26502841037996,0.999089948687776
"390",7.766497095,0.3755662591,0.7893971768,0,0.78,0.68,0,NA,0.05199999809,0.01,1.033315087,0.8109789476,0.99991088026,0,NA,0.8794009783,0.128741599484306,1.26518670530757,0.999089948687776
"391",7.918657417,0.3729202696,0.7855282157,0,0.759,0.64,0,NA,0.06300000191,0.01,1.243646099,0.3090837647,0.99991088026,0,NA,0.8948479738,0.126268088042981,1.27141020504905,0.999089948687776
"392",8.019680371,0.387160411,0.7771528565,0,0.738,0.6,0,NA,0.06300000191,0.01,0.827944066,0.0466025683,0.99991088026,0,NA,0.888068242,0.124677702357477,1.2850945564832,0.999089948687776
"393",8.219593122,0.3762037923,0.7738127364,0.0331051999999999,0.738,0.58,0,NA,0.05699999809,0.01,0.965382027,0,0.99991088026,0,NA,0.8864314034,0.121645723752438,1.2906344372271,0.999089948687776
"394",7.982467427,0.3634809821,0.7716477158,0.0260677,0.735,0.56,0,NA,0.05099999905,0.01,0.751437688,0,0.99991088026,0,NA,0.8747485765,0.125258856398413,1.29425089798473,0.999089948687776
"395",7.950479344,0.3513102369,0.7647561955,0.0226052,0.732,0.55,0,29.15,0.05099999905,0.01,1,0,0.99991088026,0,NA,0.8707524901,0.125762761460806,1.30589867359421,0.999089948687776
"396",8.171339567,0.344510598,0.7709608759,0.0192116,0.732,0.54,0,NA,0.05599999905,0.01,0.9,0,0.99991088026,0,NA,0.8812464155,0.122363980571489,1.29540243711722,0.999089948687776
"397",8.312273871,0.3456558619,0.7709604772,0.0148416,0.6965,0.53,0,NA,0.06199999809,0.01,0.8,0,0.99991088026,0,NA,0.8827251972,0.120289553251505,1.29540310616306,0.999089948687776
"398",8.904462555,0.3340902471,0.7707528893,0.00731369999999998,0.661,0.52,0,NA,0.07,0.01,0.6,0,0.99991088026,0,NA,0.90693007351,0.11229062991664,1.29575154672505,0.999089948687776
"399",8.794195424,0.3399688385,0.7707528893,0.00531819999999994,0.661,0.5,0,NA,0.09600000381,0.01,0.7,0,0.99991088026,0,NA,0.8973369843,0.113698440090511,1.29575154672505,0.999089948687776
"400",9.022843693,0.3322024805,0.7707528893,0,0.661,0.49,0,NA,0.1030000019,0.01,0.7,0,0.99991088026,0,NA,0.8996389116,0.110817522335379,1.29575154672505,0.999089948687776
"401",8.655010176,0.3309554305,0.7707528893,0,0.678,0.48,0,NA,0.09,0.01,0.7,0,0.99991088026,0,NA,0.90031469905,0.11552666640488,1.29575154672505,0.999089948687776
"402",8.329484502,0.3217476709,0.7707528893,0.00534670000000004,0.672,0.46,0,NA,0.08600000381,0.01,0.5,0,0.99991088026,0,NA,0.8949969718,0.120041037200167,1.29575154672505,0.999089948687776
"403",8.18869437,0.3106394826,0.7706864935,0.00929659999999999,0.727,0.46,0,NA,0.08,0.01,0.5,0,0.99991088026,0,NA,0.8920180766,0.122104678736625,1.29586303301031,0.999089948687776
"404",7.442910484,0.3063773522,0.7706864935,0.00697349999999997,0.721,0.45,0,NA,0.09899999619,0.01,0.5,0,0.99991088026,0,NA,0.878774898,0.134337993739904,1.29586303301031,0.999089948687776
"405",7.973648029,0.2847542825,0.7641154441,0.0145189999999999,0.721,0.44,0,NA,0.08800000191,0.01,0.6,0,0.99991088026,0,NA,0.8924551905,0.125397383854871,1.30699230777689,0.999089948687776
"406",NA,0.2842059821,0.7641151581,0.0203015000000001,0.721,0.42,0,NA,0.08300000191,0.01,0.8,0,0.99991088026,0,NA,0.8994563613,NA,1.30699279633054,0.999089948687776
"407",NA,NA,0.7641148721,0.0230964,0.721,0.4,0,NA,0.08699999809,0.01,0.9,0,0.99991088026,0,NA,0.8834289438,NA,1.30699328488455,0.999089948687776
"408",NA,NA,NA,NA,0.667,0.39,NA,NA,NA,NA,NA,0,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"410",NA,NA,NA,0.0563489,NA,NA,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"411",NA,NA,NA,0.051292,NA,10.76,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"412",NA,NA,NA,0.0462351,NA,10.51,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"413",NA,NA,NA,0.0411782000000001,NA,10.29,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"414",NA,NA,NA,0.0361213,NA,10.07,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"415",NA,NA,NA,0.0310644000000001,NA,9.87,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"416",NA,NA,NA,0.0433827000000001,NA,9.7,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"417",NA,NA,NA,0.055701,NA,9.56,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"418",NA,NA,NA,0.0680193,NA,9.48,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"419",NA,NA,0.93804723962,0.1123521,NA,9.45,0.301,NA,NA,NA,NA,1,0.99991088026,NA,NA,0.9937079959,NA,1.06490915239223,0.999089948687776
"420",NA,NA,0.93786163511,0.1228008,NA,9.48,0.302,NA,0.1369999981,NA,NA,0.999964214625,0.99991088026,NA,NA,0.99326614893,NA,1.06511967536392,0.999089948687776
"421",7.813859388,NA,0.93786163511,0.1147955,NA,9.52,0.304,NA,0.1230000019,NA,NA,0.99992842925,0.99991088026,NA,NA,0.99174206748,0.127961355457724,1.06511967536392,0.999089948687776
"422",6.586411474,NA,0.93245263943,0.1196376,NA,9.55,0.305,NA,0.1189999962,NA,NA,0.999892643875,0.99991088026,NA,NA,0.98720319494,0.151804696571168,1.07129163040413,0.999089948687776
"423",5.617069764,NA,0.93245263943,0.152362,NA,9.52,0.299,NA,0.115,1.56,NA,0.9998568585,0.99991088026,0.425,NA,0.9893695964,0.177997077645403,1.07129163040413,0.999089948687776
"424",4.356500976,0.1998611769,0.93245263943,0.1724155,NA,9.4,0.293,34.96,0.1230000019,1.59,NA,0.9997944444,0.99991088026,0.426,16.26,0.99037526996,0.229489334714494,1.07129163040413,0.999089948687776
"425",4.05953858,0.207509416,0.93245263943,0.2648015,NA,9.17,0.287,35.2166666666667,0.1389999962,1.8,NA,0.9993645415,0.99991088026,0.427,14.6033333333333,0.98874376683,0.246272749365184,1.07129163040413,0.999089948687776
"426",3.803022741,0.2242860086,0.93245263943,0.2763454,0.88,8.84,0.281,35.4733333333333,0.1289999962,1.97,NA,0.9974812067,0.99991088026,0.428,12.9466666666667,0.98699471607,0.262879606165845,1.07129163040413,0.999089948687776
"427",4.00297561,0.2411188074,0.93245263943,0.249055966666667,0.88,8.41,0.275,35.73,0.1380000019,1.98,NA,0.9962514891,0.99991088026,0.428,11.29,0.98572279367,0.249751771090334,1.07129163040413,0.999089948687776
"428",3.579835395,0.2273793194,0.93245263943,0.221766533333333,0.88,7.92,0.268,35.9866666666667,0.1330000019,1.85,NA,0.9900771058,0.99991088026,0.404,9.63333333333333,0.98814962891,0.279264442424894,1.07129163040413,0.999089948687776
"429",3.666271029,0.3795575429,0.93245292517,0.1944771,0.8875,7.41,0.26,36.2433333333333,0.1369999981,1.42,2.8,0.9852242424,0.99991088026,0.379,7.97666666666667,0.98832083755,0.27268232756516,1.07129130247021,0.999089948687776
"430",3.547105484,0.3742031331,0.93245263943,0.167187666666667,0.895,6.89,0.252,36.5,0.1360000038,1,2.7,0.9694435362,0.99991088026,0.354,6.32,0.99022370593,0.281840549698832,1.07129163040413,0.999089948687776
"431",3.623944346,0.3073841862,0.93245263943,0.139898233333333,0.895,6.39,0.244,36.0042857142857,0.1310000038,0.68,2.6,0.5000286322,0.99991088026,0.329,5.46142857142857,0.98497160722,0.275866304293324,1.07129163040413,0.999089948687776
"432",3.718169927,0.2911926102,0.9319594536,0.1126088,0.895,5.93,0.237,35.5085714285714,0.13,0.5,2.2,0.399006576266667,0.99991088026,0.304,4.60285714285714,0.98253602017,0.268877200995931,1.07185794210168,0.999089948687776
"433",3.863229639,0.2920880424,0.92895409528,0.0853193666666666,0.895,5.52,0.229,35.0128571428571,0.1280000019,0.33,2.4,0.297984520333333,0.99991088026,0.279,3.74428571428571,0.98146901811,0.258783792222758,1.07532189500054,0.999089948687776
"434",4.091801927,0.2871147997,0.92850529777,0.0580299333333333,0.87,5.17,0.221,34.5171428571429,0.1369999981,0.23,2.2,0.1969624644,0.99991088026,0.254,2.88571428571429,0.98072680933,0.244331393953627,1.07584109783895,0.999089948687776
"435",4.616299863,0.2940293025,0.92850529777,0.0307404999999999,0.887,4.85,0.214,34.0214285714286,0.165,0.17,2.2,0,0.99991088026,0.23,2.02714285714286,0.98363481796,0.216576793725992,1.07584109783895,0.999089948687776
"436",4.82748523,0.2653771198,0.92850529777,0.0308338,0.886,4.57,0.207,33.5257142857143,0.1389999962,0.15,2,0,0.99991088026,0.205,1.16857142857143,0.98321652135,0.207104288895174,1.07584109783895,0.999089948687776
"437",5.215078737,0.2674376643,0.92850529777,0.0139461,0.886,4.32,0.199,33.03,0.1439999962,0.15,1.9,0,0.99991088026,0.18,0.31,0.98559181879,0.191714897420269,1.07584109783895,0.999089948687776
"438",4.764470463,0.2532052714,0.92850529777,0.00641880000000006,0.886,4.09,0.199,NA,0.1369999981,0.15,1.8,0,0.99991088026,0.18,NA,0.98335787013,0.209842870240029,1.07584109783895,0.999089948687776
"439",5.050748857,0.2210370042,0.92642793274,0.0119614,0.84,3.89,0.198,NA,0.1460000038,0.14,2.1,0,0.99991088026,0.18,NA,0.97441337111,0.197951249816059,1.07825089659052,0.999089948687776
"440",NA,0.2018851012,0.92642793274,0.00476159999999992,0.84,3.72,0.198,NA,0.145,0.12,NA,0,0.99991088026,0.18,NA,0.98167839896,NA,1.07825089659052,0.999089948687776
"441",NA,NA,0.92642793274,0,0.84,3.56,0.198,NA,0.1419999981,0.11,NA,0,0.99991088026,0.18,NA,NA,NA,1.07825089659052,0.999089948687776
"442",NA,NA,NA,NA,0.84,3.42,NA,NA,NA,0.09,NA,0,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"443",37.93028102,NA,NA,0.0409645999999999,NA,2.99,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.0263634650111798,NA,0.999089948687776
"444",13.0062023,NA,NA,0.0960321000000001,NA,2.94,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.0768804833611299,NA,0.999089948687776
"445",10.27147553,NA,NA,0.1056247,NA,2.9,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.0973475183347553,NA,0.999089948687776
"446",8.956453389,NA,NA,0.1074634,NA,2.86,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.111638872855094,NA,0.999089948687776
"447",8.066908971,NA,NA,0.0518195,NA,2.82,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.123947853600541,NA,0.999089948687776
"448",6.437609722,NA,NA,0.1379442,NA,2.78,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.155313032343475,NA,0.999089948687776
"449",5.903757292,NA,NA,0.1360521,NA,2.73,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.169354971008688,NA,0.999089948687776
"450",5.84557739,NA,NA,0.0712079,NA,2.65,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.171040240006128,NA,0.999089948687776
"451",6.220651493,NA,NA,0.0951776666666666,NA,2.56,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.160729028478227,NA,0.999089948687776
"452",7.731095874,NA,NA,0.119147433333333,NA,2.45,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,NA,0.129331039901174,NA,0.999089948687776
"453",7.610436221,NA,0.93918455591,0.1431172,0.959,2.35,NA,NA,NA,NA,NA,1,0.99991088026,NA,NA,NA,0.131381249341746,1.06362096007002,0.999089948687776
"454",6.825539444,NA,0.93918512416,0.1290772,0.943428571428571,2.25,NA,NA,0.2260000038,NA,NA,0.98079938558,0.99991088026,NA,NA,NA,0.146487104953143,1.06362031721512,0.999089948687776
"455",6.738756919,NA,0.93915538543,0.0426545,0.927857142857143,2.15,NA,NA,0.2670000076,0.63,NA,0.96159877116,0.99991088026,NA,NA,NA,0.148373303669292,1.06365396135303,0.999089948687776
"456",6.276121798,NA,0.93915538543,0.0426377999999999,0.912285714285714,2.06,0.037,NA,0.235,0.87,NA,0.94239815674,0.99991088026,NA,NA,NA,0.159308681937416,1.06365396135303,0.999089948687776
"457",6.115655137,NA,0.92643389007,0.1033312,0.896714285714286,1.97,0.037,NA,0.2429999924,1.03,NA,0.92319754232,0.99991088026,0.12,NA,NA,0.163488046587904,1.07824397049425,0.999089948687776
"458",6.010187467,NA,0.92643389007,0.1326562,0.881142857142857,1.87,0.037,NA,0.2079999924,1,NA,0.9039969279,0.99991088026,0.12,NA,NA,0.16635648205779,1.07824397049425,0.999089948687776
"459",5.881615776,NA,0.92643389007,0.1561747,0.865571428571429,1.79,0.037,NA,0.2379999924,0.87,NA,0.8253049302,0.99991088026,0.12,NA,NA,0.169992404412985,1.07824397049425,0.999089948687776
"460",4.755613659,NA,0.92643389007,0.1796932,0.85,1.71,0.037,NA,0.2220000076,0.68,NA,0.8637046097,0.99991088026,0.12,NA,NA,0.210233597195328,1.07824397049425,0.999089948687776
"461",5.7928092,NA,0.92643389007,0.20155915,0.85,1.65,0.037,NA,0.1530000019,0.64,NA,0.766440929,0.99991088026,0.12,NA,NA,0.172598020659707,1.07824397049425,0.999089948687776
"462",5.710903688,NA,0.92643389007,0.2234251,0.85,1.61,0.0359999999999999,NA,0.155,0.55,NA,0.6235442178,0.99991088026,0.117,NA,NA,0.175072979977039,1.07824397049425,0.999089948687776
"463",5.603474622,NA,0.92643315164,0.176824966666667,0.85,1.58,0.034,NA,0.1530000019,0.5,24.9,0.2,0.99991088026,0.114,NA,NA,0.178428856841383,1.07824482900108,0.999089948687776
"464",5.179703305,NA,0.92643389007,0.130224833333333,0.85,1.56,0.0329999999999999,NA,0.1510000038,0.41,14.2,0,0.99991088026,0.111,NA,NA,0.193023985572553,1.07824397049425,0.999089948687776
"465",5.102301004,NA,0.8633850084,0.0836247,0.825,1.56,0.0309999999999999,NA,0.1920000076,0.4,16.8,0,0.99991088026,0.108,NA,NA,0.195951600584836,1.15689188299439,0.999089948687776
"466",4.809957418,NA,0.8633850084,0.10949615,0.8,1.55,0.03,NA,0.2420000076,0.44,15.8,0,0.99991088026,0.106,NA,NA,0.207858834139446,1.15689188299439,0.999089948687776
"467",5.345812655,NA,0.8633850084,0.1353676,0.8,1.54,0.028,NA,0.2320000076,0.48,13.6,0,0.99991088026,0.103,NA,NA,0.18702731225581,1.15689188299439,0.999089948687776
"468",4.858311455,NA,0.8633850084,0.1054334,0.8,1.53,0.027,NA,0.2020000076,0.51,15.8,0,0.99991088026,0.1,NA,NA,0.205790472428156,1.15689188299439,0.999089948687776
"469",4.534282616,NA,0.8633850084,0.0816205999999999,0.8,1.51,0.025,NA,0.1569999981,0.55,18.2,0,0.99991088026,0.097,NA,NA,0.220493425585454,1.15689188299439,0.999089948687776
"470",4.524129584,NA,0.8633850084,0.0465084,0.878,1.49,0.024,NA,0.1889999962,0.56,22.8,0,0.99991088026,0.0940000000000001,NA,NA,0.220988146623648,1.15689188299439,0.999089948687776
"471",3.000215307,NA,0.8633850084,0.0526300999999999,0.878,1.46,0.022,NA,0.1910000038,0.57,21,0,0.99991088026,0.091,NA,NA,0.333198353902705,1.15689188299439,0.999089948687776
"472",4.634282297,NA,0.8633850084,0.0675264,0.878,1.43,0.0209999999999999,NA,0.3120000076,0.56,24.5,0,0.99991088026,0.088,NA,NA,0.215736590767559,1.15689188299439,0.999089948687776
"473",6.835610738,NA,0.8633832618,0.0714131,0.878,1.39,0.019,NA,0.3089999962,0.53,26.1,0,0.99991088026,0.086,NA,NA,0.146271308740995,1.15689422064651,0.999089948687776
"474",NA,NA,0.8633832618,NA,0.878,1.36,0.018,NA,0.3020000076,0.49,34.7,0,0.99991088026,0.083,NA,NA,NA,1.15689422064651,0.999089948687776
"475",NA,NA,0.8633832618,NA,0.868,1.33,0.0159999999999999,NA,0.2929999924,0.45,29.8,0,0.99991088026,0.08,NA,NA,NA,1.15689422064651,0.999089948687776
"476",NA,NA,NA,NA,0.868,1.29,NA,NA,NA,0.4,NA,0,0.99991088026,NA,NA,NA,NA,NA,0.999089948687776
"477",21.9162911,NA,NA,0.4103749,NA,3.23,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0456260764816871,NA,0.999089948687776
"478",22.78857334,NA,NA,0.3574733,NA,3.03,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0438797157402158,NA,0.999089948687776
"479",25.49180205,NA,NA,0.2968578,NA,2.87,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0392267589117376,NA,0.999089948687776
"480",20.75623728,NA,NA,0.1588965,NA,2.72,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0481759680496363,NA,0.999089948687776
"481",22.61128915,NA,NA,0.1449079,NA,2.6,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0442237401691814,NA,0.999089948687776
"482",24.30532276,NA,NA,0.0769527,NA,2.5,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0411415585102681,NA,0.999089948687776
"483",25.40306719,NA,NA,0.0254396,NA,2.42,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0393637755923444,NA,0.999089948687776
"484",25.45631684,NA,NA,0.0562236,NA,2.37,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0392814374855382,NA,0.999089948687776
"485",26.14365271,NA,NA,0.0824525,NA,2.34,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0382487390860431,NA,0.999089948687776
"486",24.39626347,NA,NA,0.0954417,NA,2.32,NA,NA,NA,NA,NA,NA,0.99991088026,NA,NA,1,0.0409882035019889,NA,0.999089948687776
"487",23.96388907,0.4448542406,0.98650018877,0.1300644,NA,2.3,0.0509999999999999,NA,NA,NA,NA,1,0.99991088026,0.01,NA,1,0.0417277124496199,1.0126580342689,0.999089948687776
"488",22.57135653,0.443792783,0.9865015414,0.00480610000000004,NA,2.26,0.0509999999999999,NA,0.2470000076,NA,NA,0.99307588312,0.99991088026,0.01,NA,1,0.0443019761215866,1.0126566471808,0.999089948687776
"489",20.25877712,0.4616757961,0.9865015414,0.0140587999999999,NA,2.19,0.0509999999999999,NA,0.2439999962,NA,NA,0.98615176624,0.99991088026,0.01,NA,1,0.0493588845561792,1.0126566471808,0.999089948687776
"490",28.26345362,0.4201384338,0.9865015414,0,NA,2.09,0.0509999999999999,NA,0.2339999962,NA,NA,0.97922764936,0.99991088026,0.01,NA,1,0.0353801284625717,1.0126566471808,0.999089948687776
"491",27.77777373,0.390756379,0.9865015414,0,NA,1.96,0.0459999999999999,NA,0.2239999962,NA,NA,0.97230353248,0.99991088026,0.01,NA,1,0.0359987092921974,1.0126566471808,0.999089948687776
"492",28.4198517,0.4076047724,0.9865015414,0,NA,1.81,0.04,NA,0.205,NA,NA,0.9653794156,0.99991088026,0.00900000000000001,NA,1,0.0351854339396873,1.0126566471808,0.999089948687776
"493",26.94756054,0.3955464674,0.9865015414,0,NA,1.66,0.034,NA,0.2029999924,NA,NA,0.9156745781,0.99991088026,0.00900000000000001,NA,1,0.0371077333988096,1.0126566471808,0.999089948687776
"494",28.99102946,0.3601850691,0.9865015414,0.0192601,NA,1.53,0.029,NA,0.2220000076,NA,NA,0.8353700798,0.99991088026,0.00900000000000001,NA,1,0.0344922386816587,1.0126566471808,0.999089948687776
"495",29.80335267,0.3749345755,0.9865015414,0.0241516000000001,NA,1.42,0.023,NA,0.2139999962,NA,NA,0.6781797849,0.99991088026,0.00900000000000001,NA,1,0.0335521462610582,1.0126566471808,0.999089948687776
"496",28.11557575,0.3647485424,0.9865015414,0.032043,NA,1.33,0.017,NA,0.2,NA,NA,0.5279641882,0.99991088026,0.00900000000000001,NA,1,0.0355662086625182,1.0126566471808,0.999089948687776
"497",27.89874282,0.3244558503,0.97198836144,0,NA,1.27,0.0109999999999999,NA,0.2179999924,NA,NA,0.3846267454,0.99991088026,0.00900000000000001,NA,1,0.0358426243012945,1.02776152277919,0.999089948687776
"498",19.93171511,0.3230185727,0.9865015414,0.00133219999999989,NA,1.22,0.00599999999999989,NA,0.1929999924,NA,NA,0,0.99991088026,0.00800000000000001,NA,1,0.0501687800423291,1.0126566471808,0.999089948687776
"499",21.43010016,0.3070900485,0.9865015414,0.0683562999999999,NA,1.19,0,NA,0.2120000076,NA,NA,0,0.99991088026,0.00800000000000001,NA,1,0.0466611603013478,1.0126566471808,0.999089948687776
"500",21.33064744,0.3075585905,0.9865015414,0.0764575999999999,1,1.16,0,NA,0.2310000038,NA,0.4,0,0.99991088026,0.00800000000000001,NA,1,0.0468787046482332,1.0126566471808,0.999089948687776
"501",21.34042449,0.3078011939,0.9865015414,0.0618618,1,1.13,0,NA,0.2660000038,NA,0.9,0,0.99991088026,0.00800000000000001,NA,1,0.0468572283199077,1.0126566471808,0.999089948687776
"502",21.8385486,0.2998976447,0.9865015414,0.0475399,1,1.09,0,NA,0.2660000038,NA,0.5,0,0.99991088026,0.00800000000000001,NA,1,0.0457884921669123,1.0126566471808,0.999089948687776
"503",20.50309532,0.2908800782,0.9865015414,0.0447411,0.975,1.04,0,NA,0.2660000038,NA,0.7,0,0.99991088026,0.00800000000000001,NA,1,0.0487707447899242,1.0126566471808,0.999089948687776
"504",21.69610201,0.2940811713,0.9865015414,0.0621894000000001,0.975,0.99,0,NA,0.2670000076,NA,0.4,0,0.99991088026,0.00800000000000001,NA,1,0.0460891044130736,1.0126566471808,0.999089948687776
"505",21.77453545,0.3037008149,0.9865015414,0.0796376999999999,0.975,0.92,0,NA,0.2670000076,NA,0.5,0,0.99991088026,0.00800000000000001,NA,1,0.0459230957739779,1.0126566471808,0.999089948687776
"506",20.28401672,0.3010788424,0.9865015414,0.0644117,0.975,0.85,0,NA,0.2670000076,NA,1.1,0,0.99991088026,0.00800000000000001,NA,1,0.0492974698420658,1.0126566471808,0.999089948687776
