country,year,CO2pc,1.4.1.SP_ACS_BSRVH2O.ALLAREA.BOTHSEX.ALLAGE,1.4.1.SP_ACS_BSRVSAN.ALLAREA.BOTHSEX.ALLAGE,1.4.1.SP_ACS_BSRVH2O.RURAL.BOTHSEX.ALLAGE,1.4.1.SP_ACS_BSRVSAN.RURAL.BOTHSEX.ALLAGE,1.4.1.SP_ACS_BSRVH2O.URBAN.BOTHSEX.ALLAGE,1.4.1.SP_ACS_BSRVSAN.URBAN.BOTHSEX.ALLAGE,2.a.2.DC_TOF_AGRL.ALLAREA.BOTHSEX.ALLAGE,2.1.1.SN_ITK_DEFC.ALLAREA.BOTHSEX.ALLAGE,2.1.1.SN_ITK_DEFCN.ALLAREA.BOTHSEX.ALLAGE,3.b.2.DC_TOF_HLTHL.ALLAREA.BOTHSEX.ALLAGE,3.b.1.SH_ACS_DTP3.ALLAREA.BOTHSEX.ALLAGE,3.1.1.SH_STA_MMR.ALLAREA.BOTHSEX.ALLAGE,3.3.2.SH_TBS_INCID.ALLAREA.BOTHSEX.ALLAGE,3.2.1.SH_DYN_IMRT.ALLAREA.BOTHSEX.YOUNG,3.2.1.SH_DYN_IMRTN.ALLAREA.BOTHSEX.YOUNG,3.2.1.SH_DYN_MORT.ALLAREA.BOTHSEX.YOUNG,3.2.1.SH_DYN_MORTN.ALLAREA.BOTHSEX.YOUNG,3.2.2.SH_DYN_NMRT.ALLAREA.BOTHSEX.YOUNG,3.2.2.SH_DYN_NMRTN.ALLAREA.BOTHSEX.YOUNG,3.2.1.SH_DYN_IMRT.ALLAREA.FEMALE.YOUNG,3.2.1.SH_DYN_IMRTN.ALLAREA.FEMALE.YOUNG,3.2.1.SH_DYN_MORT.ALLAREA.FEMALE.YOUNG,3.2.1.SH_DYN_MORTN.ALLAREA.FEMALE.YOUNG,3.2.1.SH_DYN_IMRT.ALLAREA.MALE.YOUNG,3.2.1.SH_DYN_IMRTN.ALLAREA.MALE.YOUNG,3.2.1.SH_DYN_MORT.ALLAREA.MALE.YOUNG,3.2.1.SH_DYN_MORTN.ALLAREA.MALE.YOUNG,5.5.1.SG_GEN_PARLNT.ALLAREA.BOTHSEX.ALLAGE,5.5.1.SG_GEN_PARL.ALLAREA.FEMALE.ALLAGE,5.5.1.SG_GEN_PARLN.ALLAREA.FEMALE.ALLAGE,6.a.1.DC_TOF_WASHL.ALLAREA.BOTHSEX.ALLAGE,6.2.1.SH_SAN_DEFECT.ALLAREA.BOTHSEX.ALLAGE,6.2.1.SH_SAN_DEFECT.RURAL.BOTHSEX.ALLAGE,6.2.1.SH_SAN_SAFE.RURAL.BOTHSEX.ALLAGE,6.1.1.SH_H2O_SAFE.URBAN.BOTHSEX.ALLAGE,6.2.1.SH_SAN_DEFECT.URBAN.BOTHSEX.ALLAGE,7.3.1.EG_EGY_PRIM.ALLAREA.BOTHSEX.ALLAGE,7.1.1.EG_ELC_ACCS.ALLAREA.BOTHSEX.ALLAGE,7.2.1.EG_FEC_RNEW.ALLAREA.BOTHSEX.ALLAGE,7.1.1.EG_ELC_ACCS.RURAL.BOTHSEX.ALLAGE,7.1.1.EG_ELC_ACCS.URBAN.BOTHSEX.ALLAGE,8.1.1.NY_GDP_PCAP.ALLAREA.BOTHSEX.ALLAGE,8.2.1.SL_EMP_PCAP.ALLAREA.BOTHSEX.ALLAGE,9.a.1.DC_TOF_INFRAL.ALLAREA.BOTHSEX.ALLAGE,9.2.1.NV_IND_MANF.ALLAREA.BOTHSEX.ALLAGE,9.2.1.NV_IND_MANFPC.ALLAREA.BOTHSEX.ALLAGE,9.b.1.NV_IND_TECH.ALLAREA.BOTHSEX.ALLAGE,10.b.1.DC_TRF_TOTL.ALLAREA.BOTHSEX.ALLAGE,15.a.1.DC_ODA_BDVL.ALLAREA.BOTHSEX.ALLAGE,15.b.1.DC_ODA_BDVL.ALLAREA.BOTHSEX.ALLAGE,15.1.2.ER_PTD_FRWRT.ALLAREA.BOTHSEX.ALLAGE,15.4.1.ER_PTD_MOTN.ALLAREA.BOTHSEX.ALLAGE,15.1.2.ER_PTD_TERRS.ALLAREA.BOTHSEX.ALLAGE,15.5.1.ER_RSK_LSTI.ALLAREA.BOTHSEX.ALLAGE,17.3.2.BX_TRF_PWKR.ALLAREA.BOTHSEX.ALLAGE,17.9.1.DC_FTA_TOTAL.ALLAREA.BOTHSEX.ALLAGE,17.4.1.DT_TDS_DECT.ALLAREA.BOTHSEX.ALLAGE,17.8.1.IT_USE_ii99.ALLAREA.BOTHSEX.ALLAGE
Lao PDR,2003,0.19249617,53.41333,37.305620000000005,44.55722,25.80058,79.80400999999999,71.58997,27.3327,31.4,1.8,10.018004,49.0,468.0,293.0,73.5,12006.0,102.4,16883.0,38.0,6278.0,65.7,5240.0,94.5,7619.0,80.9,6766.0,109.8,9264.0,109.0,22.9358,25.0,18.61153,53.49564,65.48554,22.64337,22.31035,17.76645,4.07,48.0,78.79,31.556729999999998,97.0,4.64,3.6,89.82438,9.64,75.3,13.58,107.52928,3.8368,3.8368,19.90486,59.532790000000006,45.04405,0.81687,0.03785,36.78689,10.904689999999999,0.33
Lao PDR,2004,0.241279085,55.69015,40.28432,46.75241,28.60802,80.81132,73.10275,29.2372,29.1,1.6,9.414022000000001,45.0,444.0,282.0,71.4,11633.0,99.1,16253.0,37.3,6154.0,63.7,5076.0,91.4,7325.0,78.6,6557.0,106.4,8928.0,109.0,22.9358,25.0,13.89458,50.828540000000004,63.00904,25.11027,22.59198,16.593,3.95,54.21324,74.03,39.263490000000004,96.23225,5.42,3.8,50.118809999999996,10.37,85.4,13.58,221.42762000000002,9.3039,9.3039,19.90486,59.532790000000006,45.04405,0.81593,0.03398,40.89379,9.95866,0.36
Lao PDR,2005,0.239364753,57.88626,43.16045,48.95082,31.35633,81.81862,74.77619,41.43547,27.0,1.6,21.838488,49.0,418.0,270.0,69.3,11303.0,95.9,15688.0,36.6,6047.0,61.8,4929.0,88.3,7063.0,76.4,6374.0,103.0,8625.0,109.0,22.9358,25.0,9.11514,48.26812,60.53253,27.525270000000003,22.87361,15.41956,3.82,57.2,73.98,44.13232,92.2,5.11,4.3,57.481,10.05,87.0,13.58,300.88301,1.5635299999999999,1.5635299999999999,19.90486,59.532790000000006,45.04405,0.8158,0.03034,54.55015,8.0607,0.85
Lao PDR,2006,0.257639791,59.94119,45.8487,51.152429999999995,34.09407,82.82592,76.45616,47.73941,25.9,1.5,17.402912,57.0,392.0,260.0,67.3,11000.0,92.6,15166.0,35.9,5948.0,60.0,4796.0,85.2,6818.0,74.1,6204.0,99.6,8348.0,109.0,22.9358,25.0,7.045780000000001,45.89966,58.05603000000001,29.93099,23.15524,14.24611,3.9,57.041059999999995,69.85,42.79653,94.13188000000001,-2.52,5.4,73.41583,10.54,89.0,13.58,1387.11801,2.03308,2.03308,19.90486,59.532790000000006,45.04405,0.81552,0.12272000000000001,65.65159,4.90926,1.17
Lao PDR,2007,0.145152072,61.98684,48.52182,53.35726999999999,36.82125,83.83321,78.14263000000001,67.33824,24.7,1.5,20.658302,50.0,366.0,249.0,65.2,10703.0,89.4,14666.0,35.1,5836.0,58.2,4665.0,82.2,6588.0,71.9,6038.0,96.1,8078.0,115.0,25.2174,29.0,12.36155,43.543279999999996,55.579530000000005,32.32743,23.43686,13.07266,3.9,62.3691,70.71,48.87509,96.53014,16.24,4.4,78.29804,10.84,106.3,13.58,567.86011,3.81249,3.81249,19.90486,59.532790000000006,45.04405,0.81489,0.1469,61.686119999999995,4.8924199999999995,1.64
Lao PDR,2008,0.148558737,64.02379,51.1811,55.56531,39.53787,84.84051,79.83561999999999,48.85117,23.9,1.4,25.011667000000003,61.0,341.0,240.0,63.2,10411.0,86.3,14195.0,34.3,5719.0,56.4,4538.0,79.3,6371.0,69.7,5873.0,92.9,7824.0,115.0,25.2174,29.0,21.66161,41.19801,53.103030000000004,34.71457,23.71849,11.89921,4.03,66.0,69.3,52.591069999999995,99.0,5.96,4.7,60.218090000000004,11.0,114.3,13.58,599.44988,18.58256,18.58256,19.90486,59.532790000000006,45.04405,0.81434,0.3265,64.0126,5.159590000000001,3.55
Lao PDR,2009,0.18532315800000002,66.05057,53.825,57.77656999999999,42.24391,85.8478,81.53513000000001,48.14654,22.3,1.4,17.416511,67.0,316.0,230.0,61.3,10114.0,83.3,13731.0,33.6,5594.0,54.7,4404.0,76.4,6150.0,67.7,5710.0,89.8,7581.0,115.0,25.2174,29.0,30.96518,38.86577,50.62652,37.09244,24.000120000000003,10.725760000000001,3.99,67.84194000000001,66.49,55.7417,96.79426,5.76,4.7,65.54166,10.93,120.1,13.58,486.85998,15.058079999999999,15.058079999999999,19.90486,59.532790000000006,45.04405,0.81371,0.6442100000000001,63.189569999999996,6.3945300000000005,6.0
Lao PDR,2010,0.239826791,68.06745,56.45443,59.991040000000005,44.93939,86.85509,83.24115,52.041990000000006,21.1,1.3,25.489687,74.0,294.0,221.0,59.5,9811.0,80.4,13265.0,32.8,5461.0,53.0,4271.0,73.7,5937.0,65.6,5540.0,86.8,7328.0,115.0,25.2174,29.0,35.97014,36.546,48.15002,39.46102,24.28175,9.55231,3.8,70.62976,64.89,59.3171,96.94569,6.5,5.7,100.9986,10.81,126.6,13.58,440.56771,35.97405,35.97405,19.90486,59.532790000000006,46.51334,0.81313,0.58608,97.22963,4.00706,7.0
Lao PDR,2011,0.231606118,70.07414,59.06949,62.20873,47.624309999999994,87.86238,84.95368,57.18838,19.6,1.2,28.130179,78.0,271.0,213.0,57.8,9500.0,77.7,12795.0,32.1,5325.0,51.4,4134.0,71.1,5720.0,63.7,5366.0,83.9,7075.0,115.0,25.2174,29.0,30.801809999999996,34.23898,45.67352,41.82031,24.56338,8.378860000000001,3.57,70.0,63.67,58.012980000000006,97.10958000000001,6.55,5.6,81.27841,10.98,137.0,13.58,394.45909,41.88912,41.88912,19.90486,59.532790000000006,46.51334,0.81288,1.2606600000000001,91.06779,6.692480000000001,9.0
Lao PDR,2012,0.23610549,72.07056,61.67065,64.42963,50.29866,88.86966,86.67273,56.79048,18.7,1.2,34.415191,79.0,250.0,204.0,56.0,9182.0,75.0,12314.0,31.5,5192.0,50.0,3996.0,68.6,5500.0,61.9,5186.0,81.1,6814.0,132.0,25.0,33.0,25.98795,31.9446,43.19701,44.170320000000004,24.845010000000002,7.205419999999999,3.37,76.36663,62.4,66.7857,97.43094,6.52,5.7,89.89211,11.66,154.9,13.58,803.2205799999999,23.73124,23.73124,19.90486,59.532790000000006,46.51334,0.81239,1.99177,82.76183,5.42857,10.75
Lao PDR,2013,0.21580311,74.05544,64.25655,66.65374,52.96244,89.87695,88.3983,57.62028000000001,17.7,1.2,39.214296999999995,87.0,230.0,197.0,54.5,8884.0,72.5,11862.0,30.8,5055.0,48.5,3864.0,66.2,5292.0,60.2,5020.0,78.5,6570.0,132.0,25.0,33.0,29.292790000000004,29.664579999999997,40.72051,46.51105,25.12664,6.031969999999999,3.42,79.49259,58.6,71.08362,97.46719,6.71,5.8,69.44136,11.17,158.4,13.58,486.5631,31.32607,31.32607,19.90486,59.532790000000006,46.51334,0.81196,1.42718,79.77022,5.7842400000000005,12.5
Lao PDR,2014,0.25441703,76.02923,66.82845,68.88107,55.61565,90.88423,90.13038,67.68998,17.2,1.1,35.001806,88.0,213.0,189.0,53.0,8599.0,70.1,11427.0,30.1,4921.0,47.1,3738.0,63.9,5088.0,58.5,4861.0,76.0,6339.0,132.0,25.0,33.0,55.60468,27.398059999999997,38.244009999999996,48.842490000000005,25.40827,4.8585199999999995,3.36,83.08733000000001,58.29,76.06409000000001,97.68269000000001,6.27,5.4,67.13255,11.39,171.7,13.58,719.20594,47.38317,47.38317,19.90486,59.532790000000006,46.51334,0.81161,1.41726,65.07294,5.34387,14.26
Lao PDR,2015,0.261854104,77.99141999999999,69.38611999999999,71.1116,58.2583,91.89151,91.86896999999999,68.42017,16.7,1.1,32.004197,89.0,197.0,182.0,51.5,8323.0,67.9,11010.0,29.5,4795.0,45.8,3618.0,61.8,4898.0,56.8,4705.0,73.6,6112.0,132.0,25.0,33.0,112.13332,25.14565,35.767509999999994,51.164640000000006,25.6899,3.6850699999999996,4.4,89.7,53.93,85.69093000000001,97.8,5.86,5.2,149.28089,11.09,176.9,13.58,525.53165,5.56985,5.56985,19.90486,59.532790000000006,46.51334,0.8113,1.31485,64.92036999999999,5.38564,18.2
Lao PDR,2016,0.280917046,79.9419,71.93005,73.34536,60.89038000000001,92.89879,93.61408,75.46574,16.6,1.1,0.590356,82.0,,175.0,50.1,8046.0,65.6,10592.0,28.9,4665.0,44.5,3496.0,59.7,4704.0,55.3,4550.0,71.3,5888.0,132.0,25.0,33.0,12.35983,22.90727,33.291,53.477509999999995,25.971529999999998,2.51162,5.94,90.81182,51.93,86.76116,98.76809,5.53,4.8,96.88606999999999,10.69,179.9,13.58,482.47860999999995,18.21711,18.21711,19.90486,59.532790000000006,46.51334,0.81096,1.1980600000000001,54.46371,7.18658,21.87
Lao PDR,2017,0.285495328,82.0619,74.45940999999999,75.58232,63.5119,94.43584,95.36570999999999,86.36695,,,32.095371,85.0,,168.0,48.6,7771.0,63.4,10178.0,28.2,4529.0,43.3,3380.0,57.7,4524.0,53.7,4391.0,68.9,5654.0,149.0,27.5168,41.0,65.79916999999999,20.684079999999998,30.8145,55.7811,26.253159999999998,1.33817,,93.6,,90.51048,99.5,5.34,4.7,150.43112,10.89,193.1,,626.93377,25.78866,25.78866,19.90486,59.532790000000006,46.51334,0.81058,1.49976,89.91018000000001,8.94139,25.51
Lao PDR,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,27.5168,41.0,,,,,,,,,,,,,4.4,,11.1,207.0,,,,,19.90486,59.532790000000006,46.51334,0.81008,,,,
Lao PDR,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,27.5168,41.0,,,,,,,,,,,,,,,,,,,,,,,,0.80958,,,,
